Branch,Card_Number,Prize
Bethlehem,BH652,هدية فورية
Bethlehem,BH653,خصم 8%
Bethlehem,BH654,خصم المسجلين المبكرين 10%
Bethlehem,BH655,2 بسعر 1 للدورات القصيرة
Bethlehem,BH656,دورة مهارات الحاسوب
Bethlehem,BH657,خصم 5%
Bethlehem,BH658,دورة لغة انجليزية
Bethlehem,BH659,خصم 8%
Bethlehem,BH660,خدمة تجميل
Bethlehem,BH661,خدمة تجميل
Bethlehem,BH662,2 بسعر 1 للدورات القصيرة
Bethlehem,BH663,دورة لغة انجليزية
Bethlehem,BH664,خصم 8%
Bethlehem,BH665,خصم المسجلين المبكرين 10%
Bethlehem,BH666,خصم 5%
Bethlehem,BH667,خصم 8%
Bethlehem,BH668,هدية فورية
Bethlehem,BH669,خصم المسجلين المبكرين 10%
Bethlehem,BH670,خصم المسجلين المبكرين 10%
Bethlehem,BH672,خصم 8%
Bethlehem,BH673,2 بسعر 1 للدورات القصيرة
Bethlehem,BH674,خصم الأصحاب
Bethlehem,BH675,خصم 5%
Bethlehem,BH676,دورة مهارات الحاسوب
Bethlehem,BH677,خصم المسجلين المبكرين 10%
Bethlehem,BH678,هدية فورية
Bethlehem,BH679,خصم 5%
Bethlehem,BH680,دورة لغة انجليزية
Bethlehem,BH682,خصم 5%
Bethlehem,BH683,2 بسعر 1 للدورات القصيرة
Bethlehem,BH684,خصم الأصحاب
Bethlehem,BH685,خصم 8%
Bethlehem,BH686,خدمة تجميل
Bethlehem,BH687,خصم المسجلين المبكرين 10%
Bethlehem,BH688,دورة مهارات الحاسوب
Bethlehem,BH689,2 بسعر 1 للدورات القصيرة
Bethlehem,BH690,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH691,هدية فورية
Bethlehem,BH692,خصم 5%
Bethlehem,BH695,خصم 5%
Bethlehem,BH696,خدمة تجميل
Bethlehem,BH697,خصم الأصحاب
Bethlehem,BH698,خصم الأصحاب
Bethlehem,BH699,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH700,خصم 5%
Bethlehem,BH701,خصم الأصحاب
Bethlehem,BH702,2 بسعر 1 للدورات القصيرة
Bethlehem,BH703,خصم 5%
Bethlehem,BH704,2 بسعر 1 للدورات القصيرة
Bethlehem,BH705,دورة مهارات الحاسوب
Bethlehem,BH706,خصم 8%
Bethlehem,BH707,دورة لغة انجليزية
Bethlehem,BH708,خدمة تجميل
Bethlehem,BH709,خصم الأصحاب
Bethlehem,BH710,خصم الأصحاب
Bethlehem,BH711,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH712,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH714,خصم المسجلين المبكرين 10%
Bethlehem,BH716,جلسة تصوير
Bethlehem,BH718,هدية فورية
Bethlehem,BH719,سحب على الجائزة الكبرى
Bethlehem,BH720,جلسة تصوير
Bethlehem,BH721,خدمة تجميل
Bethlehem,BH722,خصم الأصحاب
Bethlehem,BH723,دورة مهارات الحاسوب
Bethlehem,BH724,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH725,خدمة تجميل
Bethlehem,BH726,خصم 8%
Bethlehem,BH727,خدمة تجميل
Bethlehem,BH728,خصم الأصحاب
Bethlehem,BH729,خصم 5%
Bethlehem,BH730,خصم المسجلين المبكرين 10%
Bethlehem,BH731,هدية فورية
Bethlehem,BH732,خدمة تجميل
Bethlehem,BH733,2 بسعر 1 للدورات القصيرة
Bethlehem,BH734,خصم الأصحاب
Bethlehem,BH735,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH736,خصم المسجلين المبكرين 10%
Bethlehem,BH738,دورة مهارات الحاسوب
Bethlehem,BH739,خدمة تجميل
Bethlehem,BH740,دورة لغة انجليزية
Bethlehem,BH741,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH742,دورة مهارات الحاسوب
Bethlehem,BH743,هدية فورية
Bethlehem,BH744,2 بسعر 1 للدورات القصيرة
Bethlehem,BH745,سحب على الجائزة الكبرى
Bethlehem,BH746,دورة مهارات الحاسوب
Bethlehem,BH748,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH749,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH750,دورة مهارات الحاسوب
Bethlehem,BH751,خصم الأصحاب
Bethlehem,BH752,2 بسعر 1 للدورات القصيرة
Bethlehem,BH753,هدية فورية
Bethlehem,BH754,جلسة تصوير
Bethlehem,BH755,سحب على الجائزة الكبرى
Bethlehem,BH757,جلسة تصوير
Bethlehem,BH758,جلسة تصوير
Bethlehem,BH759,خصم 5%
Bethlehem,BH761,خصم 5%
Bethlehem,BH762,سحب على الجائزة الكبرى
Bethlehem,BH763,خصم المسجلين المبكرين 10%
Bethlehem,BH764,خصم المسجلين المبكرين 10%
Bethlehem,BH765,خصم 5%
Bethlehem,BH766,خصم 8%
Bethlehem,BH767,سحب على الجائزة الكبرى
Bethlehem,BH768,خصم 5%
Bethlehem,BH769,خصم 8%
Bethlehem,BH770,خصم المسجلين المبكرين 10%
Bethlehem,BH771,خصم الأصحاب
Bethlehem,BH772,2 بسعر 1 للدورات القصيرة
Bethlehem,BH773,خصم 5%
Bethlehem,BH774,خصم 8%
Bethlehem,BH775,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH776,خصم المسجلين المبكرين 10%
Bethlehem,BH777,2 بسعر 1 للدورات القصيرة
Bethlehem,BH778,2 بسعر 1 للدورات القصيرة
Bethlehem,BH779,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH780,خصم المسجلين المبكرين 10%
Bethlehem,BH781,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH782,2 بسعر 1 للدورات القصيرة
Bethlehem,BH783,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH784,خصم الأصحاب
Bethlehem,BH785,خصم 8%
Bethlehem,BH786,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH787,جلسة تصوير
Bethlehem,BH788,خصم الأصحاب
Bethlehem,BH790,خصم 8%
Bethlehem,BH791,هدية فورية
Bethlehem,BH792,خصم الأصحاب
Bethlehem,BH793,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH794,خصم 8%
Bethlehem,BH795,خصم الأصحاب
Bethlehem,BH797,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH799,خصم 8%
Bethlehem,BH801,خصم الأصحاب
Bethlehem,BH802,جلسة تصوير
Bethlehem,BH803,خدمة تجميل
Bethlehem,BH804,خصم المسجلين المبكرين 10%
Bethlehem,BH805,خصم 5%
Bethlehem,BH806,2 بسعر 1 للدورات القصيرة
Bethlehem,BH807,خصم المسجلين المبكرين 10%
Bethlehem,BH808,دورة مهارات الحاسوب
Bethlehem,BH809,خصم الأصحاب
Bethlehem,BH810,خصم 8%
Bethlehem,BH811,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH812,جلسة تصوير
Bethlehem,BH813,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH816,2 بسعر 1 للدورات القصيرة
Bethlehem,BH817,خصم 5%
Bethlehem,BH818,سحب على الجائزة الكبرى
Bethlehem,BH819,خصم المسجلين المبكرين 10%
Bethlehem,BH820,دورة لغة انجليزية
Bethlehem,BH821,خصم 8%
Bethlehem,BH822,خصم 8%
Bethlehem,BH823,خصم المسجلين المبكرين 10%
Bethlehem,BH824,هدية فورية
Bethlehem,BH825,دورة لغة انجليزية
Bethlehem,BH826,هدية فورية
Bethlehem,BH829,خصم 8%
Bethlehem,BH832,خصم المسجلين المبكرين 10%
Bethlehem,BH833,خصم 8%
Bethlehem,BH834,خصم الأصحاب
Bethlehem,BH835,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH836,خصم 5%
Bethlehem,BH837,2 بسعر 1 للدورات القصيرة
Bethlehem,BH838,2 بسعر 1 للدورات القصيرة
Bethlehem,BH839,خصم المسجلين المبكرين 10%
Bethlehem,BH840,خصم 5%
Bethlehem,BH841,خدمة تجميل
Bethlehem,BH842,خصم المسجلين المبكرين 10%
Bethlehem,BH843,2 بسعر 1 للدورات القصيرة
Bethlehem,BH844,جلسة تصوير
Bethlehem,BH845,هدية فورية
Bethlehem,BH846,جلسة تصوير
Bethlehem,BH847,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH848,2 بسعر 1 للدورات القصيرة
Bethlehem,BH849,خصم 8%
Bethlehem,BH850,2 بسعر 1 للدورات القصيرة
Bethlehem,BH851,خدمة تجميل
Bethlehem,BH852,دورة مهارات الحاسوب
Bethlehem,BH853,خصم 8%
Bethlehem,BH854,خصم 5%
Bethlehem,BH855,2 بسعر 1 للدورات القصيرة
Bethlehem,BH856,خصم 8%
Bethlehem,BH858,خصم الأصحاب
Bethlehem,BH859,خصم الأصحاب
Bethlehem,BH860,خصم 5%
Bethlehem,BH861,2 بسعر 1 للدورات القصيرة
Bethlehem,BH862,دورة مهارات الحاسوب
Bethlehem,BH863,دورة مهارات الحاسوب
Bethlehem,BH864,2 بسعر 1 للدورات القصيرة
Bethlehem,BH865,2 بسعر 1 للدورات القصيرة
Bethlehem,BH866,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH867,سحب على الجائزة الكبرى
Bethlehem,BH869,خصم المسجلين المبكرين 10%
Bethlehem,BH870,خصم المسجلين المبكرين 10%
Bethlehem,BH871,جلسة تصوير
Bethlehem,BH873,خصم 8%
Bethlehem,BH874,خصم المسجلين المبكرين 10%
Bethlehem,BH875,خصم المسجلين المبكرين 10%
Bethlehem,BH876,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH877,خصم 8%
Bethlehem,BH878,2 بسعر 1 للدورات القصيرة
Bethlehem,BH879,خصم الأصحاب
Bethlehem,BH880,سحب على الجائزة الكبرى
Bethlehem,BH881,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH882,خصم 8%
Bethlehem,BH883,خصم المسجلين المبكرين 10%
Bethlehem,BH884,خدمة تجميل
Bethlehem,BH885,خصم 8%
Bethlehem,BH886,2 بسعر 1 للدورات القصيرة
Bethlehem,BH887,خصم المسجلين المبكرين 10%
Bethlehem,BH888,جلسة تصوير
Bethlehem,BH889,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH890,2 بسعر 1 للدورات القصيرة
Bethlehem,BH891,دورة لغة انجليزية
Bethlehem,BH892,هدية فورية
Bethlehem,BH893,خصم الأصحاب
Bethlehem,BH894,2 بسعر 1 للدورات القصيرة
Bethlehem,BH896,خصم الأصحاب
Bethlehem,BH897,سحب على الجائزة الكبرى
Bethlehem,BH898,دورة لغة انجليزية
Bethlehem,BH899,دورة لغة انجليزية
Bethlehem,BH900,خدمة تجميل
Bethlehem,BH901,خصم الأصحاب
Bethlehem,BH902,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH903,خصم 8%
Bethlehem,BH904,خدمة تجميل
Bethlehem,BH907,دورة لغة انجليزية
Bethlehem,BH908,دورة لغة انجليزية
Bethlehem,BH909,خصم 5%
Bethlehem,BH910,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH911,سحب على الجائزة الكبرى
Bethlehem,BH912,سحب على الجائزة الكبرى
Bethlehem,BH914,خصم 5%
Bethlehem,BH915,خدمة تجميل
Bethlehem,BH917,خدمة تجميل
Bethlehem,BH918,خصم المسجلين المبكرين 10%
Bethlehem,BH919,2 بسعر 1 للدورات القصيرة
Bethlehem,BH920,دورة لغة انجليزية
Bethlehem,BH921,دورة مهارات الحاسوب
Bethlehem,BH922,خدمة تجميل
Bethlehem,BH923,دورة مهارات الحاسوب
Bethlehem,BH924,خصم المسجلين المبكرين 10%
Bethlehem,BH925,خصم 8%
Bethlehem,BH926,خصم 5%
Bethlehem,BH927,خصم الأصحاب
Bethlehem,BH928,جلسة تصوير
Bethlehem,BH929,سحب على الجائزة الكبرى
Bethlehem,BH930,خصم 8%
Bethlehem,BH931,سحب على الجائزة الكبرى
Bethlehem,BH932,خصم 8%
Bethlehem,BH933,خصم 5%
Bethlehem,BH934,خصم 5%
Bethlehem,BH935,دورة لغة انجليزية
Bethlehem,BH936,سحب على الجائزة الكبرى
Bethlehem,BH937,2 بسعر 1 للدورات القصيرة
Bethlehem,BH938,خصم 8%
Bethlehem,BH939,خصم 5%
Bethlehem,BH940,خصم 5%
Bethlehem,BH941,سحب على الجائزة الكبرى
Bethlehem,BH942,جلسة تصوير
Bethlehem,BH943,2 بسعر 1 للدورات القصيرة
Bethlehem,BH944,خصم 5%
Bethlehem,BH945,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH946,خصم المسجلين المبكرين 10%
Bethlehem,BH947,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH948,خصم 8%
Bethlehem,BH949,خدمة تجميل
Bethlehem,BH953,سحب على الجائزة الكبرى
Bethlehem,BH954,خصم المسجلين المبكرين 10%
Bethlehem,BH955,خصم المسجلين المبكرين 10%
Bethlehem,BH956,خدمة تجميل
Bethlehem,BH957,خصم 8%
Bethlehem,BH958,2 بسعر 1 للدورات القصيرة
Bethlehem,BH959,خصم الأصحاب
Bethlehem,BH960,خصم 5%
Bethlehem,BH961,سحب على الجائزة الكبرى
Bethlehem,BH962,خصم الأصحاب
Bethlehem,BH963,دورة لغة انجليزية
Bethlehem,BH964,خصم المسجلين المبكرين 10%
Bethlehem,BH965,2 بسعر 1 للدورات القصيرة
Bethlehem,BH966,خصم 5%
Bethlehem,BH967,خصم 5%
Bethlehem,BH968,2 بسعر 1 للدورات القصيرة
Bethlehem,BH970,سحب على الجائزة الكبرى
Bethlehem,BH971,خصم الأصحاب
Bethlehem,BH972,خدمة تجميل
Bethlehem,BH973,خدمة تجميل
Bethlehem,BH974,خصم 5%
Bethlehem,BH975,خصم 5%
Bethlehem,BH976,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH977,خصم 5%
Bethlehem,BH978,خصم 8%
Bethlehem,BH980,خدمة تجميل
Bethlehem,BH981,خصم 5%
Bethlehem,BH982,خدمة تجميل
Bethlehem,BH983,خصم المسجلين المبكرين 10%
Bethlehem,BH985,خصم 5%
Bethlehem,BH986,خصم 8%
Bethlehem,BH987,خصم 5%
Bethlehem,BH988,خصم الأصحاب
Bethlehem,BH990,2 بسعر 1 للدورات القصيرة
Bethlehem,BH991,سحب على الجائزة الكبرى
Bethlehem,BH992,هدية فورية
Bethlehem,BH993,هدية فورية
Bethlehem,BH994,خصم 5%
Bethlehem,BH995,دورة لغة انجليزية
Bethlehem,BH996,2 بسعر 1 للدورات القصيرة
Bethlehem,BH997,لقاء مجاني لبرنامج من اختيارك
Bethlehem,BH998,خصم 8%
Bethlehem,BH999,لقاء مجاني لبرنامج من اختيارك
Hebron,HN000,خصم 8%
Hebron,HN001,لقاء مجاني لبرنامج من اختيارك
Hebron,HN002,خصم الأصحاب
Hebron,HN003,خصم 5%
Hebron,HN004,خدمة تجميل
Hebron,HN005,خصم المسجلين المبكرين 10%
Hebron,HN006,خدمة تجميل
Hebron,HN008,خصم 5%
Hebron,HN009,دورة لغة انجليزية
Hebron,HN010,2 بسعر 1 للدورات القصيرة
Hebron,HN011,خصم 8%
Hebron,HN012,لقاء مجاني لبرنامج من اختيارك
Hebron,HN013,خصم الأصحاب
Hebron,HN014,هدية فورية
Hebron,HN016,خصم 8%
Hebron,HN017,خصم المسجلين المبكرين 10%
Hebron,HN018,سحب على الجائزة الكبرى
Hebron,HN019,خدمة تجميل
Hebron,HN020,جلسة تصوير
Hebron,HN021,خصم الأصحاب
Hebron,HN022,خدمة تجميل
Hebron,HN023,هدية فورية
Hebron,HN024,خصم المسجلين المبكرين 10%
Hebron,HN025,خصم 5%
Hebron,HN026,خصم المسجلين المبكرين 10%
Hebron,HN027,خصم الأصحاب
Hebron,HN028,خدمة تجميل
Hebron,HN030,خصم الأصحاب
Hebron,HN031,خصم الأصحاب
Hebron,HN032,دورة مهارات الحاسوب
Hebron,HN033,خصم 8%
Hebron,HN034,2 بسعر 1 للدورات القصيرة
Hebron,HN036,هدية فورية
Hebron,HN038,دورة مهارات الحاسوب
Hebron,HN039,جلسة تصوير
Hebron,HN040,خصم الأصحاب
Hebron,HN041,خصم الأصحاب
Hebron,HN042,لقاء مجاني لبرنامج من اختيارك
Hebron,HN043,سحب على الجائزة الكبرى
Hebron,HN044,جلسة تصوير
Hebron,HN045,دورة لغة انجليزية
Hebron,HN046,2 بسعر 1 للدورات القصيرة
Hebron,HN048,جلسة تصوير
Hebron,HN049,خصم الأصحاب
Hebron,HN050,خصم المسجلين المبكرين 10%
Hebron,HN051,خصم الأصحاب
Hebron,HN052,2 بسعر 1 للدورات القصيرة
Hebron,HN053,خصم 5%
Hebron,HN054,2 بسعر 1 للدورات القصيرة
Hebron,HN055,لقاء مجاني لبرنامج من اختيارك
Hebron,HN056,لقاء مجاني لبرنامج من اختيارك
Hebron,HN057,خصم 5%
Hebron,HN060,هدية فورية
Hebron,HN062,لقاء مجاني لبرنامج من اختيارك
Hebron,HN063,خصم المسجلين المبكرين 10%
Hebron,HN064,خدمة تجميل
Hebron,HN065,سحب على الجائزة الكبرى
Hebron,HN067,لقاء مجاني لبرنامج من اختيارك
Hebron,HN068,دورة مهارات الحاسوب
Hebron,HN069,لقاء مجاني لبرنامج من اختيارك
Hebron,HN070,سحب على الجائزة الكبرى
Hebron,HN071,خصم 8%
Hebron,HN072,خصم 5%
Hebron,HN073,خصم 8%
Hebron,HN074,لقاء مجاني لبرنامج من اختيارك
Hebron,HN075,لقاء مجاني لبرنامج من اختيارك
Hebron,HN077,2 بسعر 1 للدورات القصيرة
Hebron,HN078,دورة مهارات الحاسوب
Hebron,HN079,دورة لغة انجليزية
Hebron,HN080,لقاء مجاني لبرنامج من اختيارك
Hebron,HN081,سحب على الجائزة الكبرى
Hebron,HN082,سحب على الجائزة الكبرى
Hebron,HN083,خدمة تجميل
Hebron,HN084,جلسة تصوير
Hebron,HN085,خصم 5%
Hebron,HN086,دورة لغة انجليزية
Hebron,HN087,دورة لغة انجليزية
Hebron,HN089,دورة مهارات الحاسوب
Hebron,HN090,لقاء مجاني لبرنامج من اختيارك
